recording_id,insight
sw100b001_93,"It is a two-whale conversation between Whale 2 and Whale 3 (11 codas total). From first coda to last, this recording covers 25.4 seconds. Whale 2 clicks faster, averaging 0.052s between clicks vs Whale 3's 0.079s."
sw100b001_131,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 33 codas combined. With a turn-switching rate of 81%, this looks like a genuine rapid-fire conversation. ICI speeds vary across whales, with Whale 3 the fastest at 0.086s and Whale 1 the slowest at 0.174s."
sw100b001_229,"Two whales, Whale 1 and Whale 2, go at it across 8 total codas. With 6 codas (75% of the total), Whale 2 is clearly driving this conversation. The whole exchange spans 26.3 seconds."
sw100b002,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 48 codas total. Coda counts per whale: Whale 1: 26, Whale 2: 20, Whale 3: 2. With a mean of 6.6 clicks per coda (max 19), these are fairly compact calls."
sw100b003,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 73 codas total. Whale 1 fires the quickest clicks at 0.125s avg ICI; Whale 3 is slower at 0.453s. Whale 2 dominates this recording with 39 out of 73 total codas (53%)."
sw106a002_9999,"This one has 4 whales involved (Whale 1, Whale 2, Whale 3, and Whale 4), collectively producing 38 codas. ICI speeds vary across whales, with Whale 3 the fastest at 0.069s and Whale 1 the slowest at 0.149s. Coda counts per whale: Whale 1: 15, Whale 2: 16, Whale 3: 4, Whale 4: 3."
sw106a002_10120,"Only one whale (Whale 1) shows up here, producing all 7 codas solo. You can almost feel the conversation happening. You can almost feel the conversation happening."
sw106a002_16386,"This is a one-whale show: Whale 1 alone logs 1 coda. This is a blink-and-you-miss-it moment: the codas are nearly simultaneous. The average coda has 4.0 clicks, ranging from 4 up to 4."
sw106a004_30601,"This is a one-whale show: Whale 1 alone logs 2 codas. Codas average 4.0 clicks each, with some reaching as high as 4. Whale 1 fires clicks at an average ICI of 0.430 seconds."
sw106a004_30637,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 13 codas combined. Whale 2 dominates this recording with 7 out of 13 total codas (54%). They switch speakers on 83% of consecutive codas, making this one of the most conversational exchanges in the dataset."
sw106a004_30782,This is a one-whale show: Whale 2 alone logs 4 codas. The whole exchange spans 12.4 seconds. Makes you wonder what they are saying to each other.
sw106a004_30827,"Whale 1 and Whale 2 are the two participants here, trading a combined 29 codas. The whole exchange spans 2 min 17.3 sec. Whale 1 does most of the talking here, contributing 18 of the 29 codas."
sw106a004_31356,"A busy recording with 4 participants: Whale 1, Whale 2, Whale 3, and Whale 4, and 13 codas logged. The interaction runs for 40.1 seconds total. The average coda has 6.6 clicks, ranging from 5 up to 11."
sw106b004_26933,"It is a two-whale conversation between Whale 1 and Whale 2 (27 codas total). The whole exchange spans 1 min 19.6 sec. With 69% turn switching, there is a clear but not constant back-and-forth happening."
sw106b004_27027,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 23 codas combined. Whale 1 dominates this recording with 9 out of 23 total codas (39%). The 59% switching rate shows these whales are taking turns, even if not on every single coda."
sw106b004_27122,This is a one-whale show: Whale 1 alone logs 3 codas. Whale 1 spaces clicks about 0.404 seconds apart on average. The timing alone suggests these whales are paying close attention to each other.
sw106b004_27585,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 10 codas combined. With 5 codas (50% of the total), Whale 1 is clearly driving this conversation. Whale 3 fires the quickest clicks at 0.034s avg ICI; Whale 1 is slower at 0.084s."
sw106b004_27688,"Only one whale (Whale 1) shows up here, producing all 5 codas solo. Whale 1 fires clicks at an average ICI of 0.083 seconds. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row."
sw114a003_24043,This is a one-whale show: Whale 1 alone logs 1 coda. A single coda with 4 clicks and an ICI of 0.109s.
sw114b001_3534,"Whale 1 and Whale 2 are the two participants here, trading a combined 28 codas. They switch speakers on 85% of consecutive codas, making this one of the most conversational exchanges in the dataset. The whole exchange spans 1 min 4.1 sec."
sw114b001_3762,"Two whales, Whale 1 and Whale 2, go at it across 7 total codas. From first coda to last, this recording covers 23.0 seconds. Codas average 5.1 clicks each, with some reaching as high as 6."
sw114b001_4334,"Only one whale (Whale 2) shows up here, producing all 5 codas solo. Codas average 5.0 clicks each, with some reaching as high as 5."
sw114b001_4435,"Only one whale (Whale 1) shows up here, producing all 7 codas solo. Everything unfolds over 27.7 seconds. The pattern here looks like a real back-and-forth dialogue."
sw114b003_21840,"Only one whale (Whale 1) shows up here, producing all 2 codas solo. Whale 1 fires clicks at an average ICI of 0.515 seconds."
sw114b003_21878,"Only one whale (Whale 1) shows up here, producing all 1 coda solo. Whale 1 spaces clicks about 0.503 seconds apart on average. The codas here are clustered so tightly in time they are practically overlapping."
sw115b001_45,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 21 codas total. Here is how the 21 codas split up: Whale 1: 7, Whale 2: 7, Whale 3: 7. Across all whales, click intervals range from 0.090s (Whale 2) to 0.206s (Whale 1)."
sw115b001_140,"Two whales, Whale 2 and Whale 3, go at it across 24 total codas. Here is how the 24 codas split up: Whale 2: 14, Whale 3: 10. Click complexity ranges from 4 to 8 per coda, averaging 5.6."
sw119a001_1974,"Only one whale (Whale 1) shows up here, producing all 7 codas solo. The 0% switching rate suggests stretches where one whale holds the floor for multiple codas."
sw119a001_2046,"Only one whale (Whale 1) shows up here, producing all 5 codas solo. Everything unfolds over 19.2 seconds. The pattern here looks like a real back-and-forth dialogue."
sw119a001_2890,"It is a two-whale conversation between Whale 1 and Whale 2 (21 codas total). The interaction runs for 57.2 seconds total. Here is how the 21 codas split up: Whale 1: 5, Whale 2: 16."
sw119a001_2962,"This is a one-whale show: Whale 1 alone logs 6 codas. In 22.1 seconds, these whales pack in a lot. The structure here is unlike most others in the dataset."
sw119a001_3055,"This is a one-whale show: Whale 1 alone logs 2 codas. The average coda has 5.0 clicks, ranging from 5 up to 5. In 5.8 seconds, these whales pack in a lot."
sw119a001_3559,"This one has 6 whales involved (Whale 1, Whale 2, Whale 3, Whale 4, Whale 5, and Whale 6), collectively producing 25 codas. In 1 min 40.6 sec, these whales pack in a lot. Across all whales, click intervals range from 0.053s (Whale 4) to 0.446s (Whale 6)."
sw119a001_3844,"This is a one-whale show: Whale 1 alone logs 12 codas. In 52.5 seconds, these whales pack in a lot. The structure here is unlike most others in the dataset."
sw119a001_4441,"This is a one-whale show: Whale 1 alone logs 17 codas. The average coda has 5.4 clicks, ranging from 5 up to 8. In 1 min 4.4 sec, these whales pack in a lot."
sw119b001_104,"Only one whale (Whale 1) shows up here, producing all 7 codas solo. In 25.9 seconds, these whales pack in a lot. That level of coordination is remarkable."
sw119b001_175,"Only one whale (Whale 1) shows up here, producing all 5 codas solo. Turns change only 0% of the time, so it is not the most balanced conversation. That is a lot of biological computation happening underwater."
sw119b001_1020,"It is a two-whale conversation between Whale 1 and Whale 2 (21 codas total). Whale 1 does most of the talking here, contributing 16 of the 21 codas. With a mean of 4.9 clicks per coda (max 6), these are fairly compact calls."
sw119b001_1091,"Only one whale (Whale 1) shows up here, producing all 6 codas solo. Everything unfolds over 22.1 seconds. The pattern here looks like a real back-and-forth dialogue."
sw119b001_1185,"This is a one-whale show: Whale 1 alone logs 2 codas. Whale 1 fires clicks at an average ICI of 0.465 seconds. In 5.8 seconds, these whales pack in a lot."
sw119b001_1690,"A busy recording with 7 participants: Whale 1, Whale 3, Whale 4, Whale 5, Whale 6, Whale 10, and Whale 11, and 24 codas logged. Whale 3 leads the exchange with 8 codas out of 24 recorded. The interaction runs for 1 min 38.8 sec total."
sw119b001_1974,"Only one whale (Whale 2) shows up here, producing all 12 codas solo. In 52.5 seconds, these whales pack in a lot. Whale 2 spaces clicks about 0.465 seconds apart on average."
sw119b001_2570,"Only one whale (Whale 1) shows up here, producing all 17 codas solo. Whale 1 fires clicks at an average ICI of 0.094 seconds. You have to respect the precision of these animals."
sw133a002_281,"Only one whale (Whale 1) shows up here, producing all 4 codas solo. In 13.9 seconds, these whales pack in a lot."
sw133a002_2852,"Only one whale (Whale 1) shows up here, producing all 3 codas solo. From first coda to last, this recording covers 9.2 seconds. Codas average 5.0 clicks each, with some reaching as high as 5."
sw133a004_16361,This is a one-whale show: Whale 1 alone logs 7 codas. The 0% switching rate suggests stretches where one whale holds the floor for multiple codas. You can almost feel the conversation happening.
sw133a004_19533,"Only one whale (Whale 1) shows up here, producing all 1 coda solo. A single coda with 7 clicks and an ICI of 0.494s."
sw133a004_19644,"Only one whale (Whale 2) shows up here, producing all 1 coda solo. This is a blink-and-you-miss-it moment: the codas are nearly simultaneous."
sw133a004_20239,"Whale 1 and Whale 2 are the two participants here, trading a combined 24 codas. Turns change about 57% of the time across the 24 codas in this recording. Here is how the 24 codas split up: Whale 1: 12, Whale 2: 12."
sw133a004_20304,"Whale 1 and Whale 2 are the two participants here, trading a combined 10 codas. Whale 1 clicks faster, averaging 0.100s between clicks vs Whale 2's 0.232s. With a mean of 5.0 clicks per coda (max 5), these are fairly compact calls."
sw133a004_20365,"This is a one-whale show: Whale 2 alone logs 2 codas. Turns change only 0% of the time, so it is not the most balanced conversation."
sw133b001_2449,"This is a one-whale show: Whale 2 alone logs 9 codas. Whale 2 fires clicks at an average ICI of 0.323 seconds. In 31.6 seconds, these whales pack in a lot."
sw133b001_2495,"Whale 1 and Whale 2 are the two participants here, trading a combined 6 codas. Whale 2 leads the exchange with 5 codas out of 6 recorded. The interaction runs for 17.5 seconds total."
sw133b001_2748,"Only one whale (Whale 2) shows up here, producing all 3 codas solo. Click complexity ranges from 5 to 5 per coda, averaging 5.0. Whale 2 spaces clicks about 0.529 seconds apart on average."
sw133b001_5000,"It is a two-whale conversation between Whale 2 and Whale 3 (21 codas total). With a turn-switching rate of 80%, this looks like a genuine rapid-fire conversation. Coda counts per whale: Whale 2: 13, Whale 3: 8."
sw133b001_5071,"Only one whale (Whale 2) shows up here, producing all 4 codas solo. Codas average 5.0 clicks each, with some reaching as high as 5."
sw133b001_5186,"Whale 2 and Whale 3 are the two participants here, trading a combined 11 codas. Whale 2 leads the exchange with 7 codas out of 11 recorded. The interaction runs for 27.1 seconds total."
sw133b001_5231,It is a two-whale conversation between Whale 2 and Whale 3 (11 codas total). Whale 3 dominates this recording with 6 out of 11 total codas (55%). Whale 2 has a tighter click rhythm (0.360s avg ICI) compared to Whale 3 (0.430s).
sw133b001_5956,"Two whales, Whale 2 and Whale 3, go at it across 27 total codas. In 1 min 21.3 sec, these whales pack in a lot. ICI speeds differ: Whale 3 averages 0.146s per interval while Whale 2 is a bit slower at 0.183s."
sw133b002_8347,This is a one-whale show: Whale 2 alone logs 10 codas. Whale 2 spaces clicks about 0.539 seconds apart on average. This exchange would make a great case study.
sw133b002_8905,"Whale 2 and Whale 3 are the two participants here, trading a combined 23 codas. Whale 3 has a tighter click rhythm (0.253s avg ICI) compared to Whale 2 (0.315s). Coda counts per whale: Whale 2: 14, Whale 3: 9."
sw133b002_9421,"Only one whale (Whale 2) shows up here, producing all 6 codas solo. From first coda to last, this recording covers 32.7 seconds. Codas average 7.0 clicks each, with some reaching as high as 8."
sw133b002_9467,"Whale 2 and Whale 3 are the two participants here, trading a combined 19 codas. Whale 2 has a tighter click rhythm (0.087s avg ICI) compared to Whale 3 (0.212s). They switch speakers on 78% of consecutive codas, making this one of the most conversational exchanges in the dataset."
sw133b002_9531,This is a one-whale show: Whale 2 alone logs 1 coda. Whale 2 fires clicks at an average ICI of 0.039 seconds. This is a blink-and-you-miss-it moment: the codas are nearly simultaneous.
sw133b003_16255,"This is a one-whale show: Whale 2 alone logs 7 codas. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row."
sw134a001_10,"It is a two-whale conversation between Whale 1 and Whale 2 (17 codas total). Codas average 7.6 clicks each, with some reaching as high as 22. Whale 1 dominates this recording with 10 out of 17 total codas (59%)."
sw134a001_319,"Whale 1 and Whale 2 are the two participants here, trading a combined 15 codas. ICI speeds differ: Whale 2 averages 0.063s per interval while Whale 1 is a bit slower at 0.229s. Here is how the 15 codas split up: Whale 1: 7, Whale 2: 8."
sw134a001_372,"Only one whale (Whale 2) shows up here, producing all 1 coda solo. Whale 2 spaces clicks about 0.089 seconds apart on average."
sw134a001_407,"Two whales, Whale 2 and Whale 3, go at it across 6 total codas. In 15.5 seconds, these whales pack in a lot. With 3 codas (50% of the total), Whale 2 is clearly driving this conversation."
sw134a001_458,"Only one whale (Whale 2) shows up here, producing all 3 codas solo. Turns change only 0% of the time, so it is not the most balanced conversation. That is a lot of biological computation happening underwater."
